CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Country,Region,AcquisitionChannel,SubscriptionPlan,AverageOrderValue,CustomerLifespanDays,CustomerLifespanMonths,PurchaseFrequencyPerMonth,HistoricalCLTV,CLTVDifference,CLTVSegment,CLTVSegmentSort
C01169,27650.28,3,13,2025-07-11,2025-09-16,India,Central,Paid Search,Premium,9216.76,67,2.2,1.36,27576.55,-73.73,Very High Value,4
C01170,5754.51,5,17,2025-02-28,2025-05-23,India,East,Social Media,Basic,1150.9,84,2.76,1.81,5749.44,-5.07,High Value,3
C01172,2513.4735,3,6,2025-04-29,2025-06-09,India,North,Paid Search,Basic,837.82,41,1.35,2.22,2510.95,-2.52,Medium Value,2
C01173,6410.614,4,9,2025-08-10,2025-10-15,India,West,Social Media,Standard,1602.65,66,2.17,1.84,6399.06,-11.55,High Value,3
C01174,3619.4325000000003,4,12,2025-06-23,2025-11-13,India,West,Paid Search,Basic,904.86,143,4.7,0.85,3614.92,-4.51,Medium Value,2
C01175,9974.437,3,8,2026-01-11,2026-03-10,India,East,Email,Standard,3324.81,58,1.91,1.57,9970.11,-4.33,High Value,3
C01176,657.2099999999999,1,4,2025-04-16,2025-04-16,Australia,East,Email,Basic,657.21,0,1.0,1.0,657.21,0.0,Low Value,1
C01177,682.65,1,1,2026-02-18,2026-02-18,India,Central,Organic Search,Basic,682.65,0,1.0,1.0,682.65,0.0,Low Value,1
C01178,9623.664,1,4,2025-11-08,2025-11-08,United Kingdom,South,Paid Search,Premium,9623.66,0,1.0,1.0,9623.66,-0.0,High Value,3
C01179,14403.295,3,11,2025-11-22,2025-12-24,India,East,Organic Search,Standard,4801.1,32,1.05,2.86,14417.7,14.41,Very High Value,4
C01180,3506.9175000000005,2,10,2025-08-23,2025-08-30,United Kingdom,North,Organic Search,Basic,1753.46,7,1.0,2.0,3506.92,0.0,Medium Value,2
C01181,583.02,1,2,2025-09-07,2025-09-07,India,East,Email,Basic,583.02,0,1.0,1.0,583.02,0.0,Low Value,1
C01182,1521.5595,1,3,2025-09-03,2025-09-03,India,Central,Email,Basic,1521.56,0,1.0,1.0,1521.56,0.0,Low Value,1
C01183,10901.590999999999,2,5,2026-04-12,2026-04-24,India,West,Organic Search,Premium,5450.8,12,1.0,2.0,10901.6,0.01,High Value,3
C01184,10812.852,1,3,2025-09-18,2025-09-18,United States,Central,Paid Search,Premium,10812.85,0,1.0,1.0,10812.85,-0.0,High Value,3
C01185,2095.4880000000003,2,7,2026-05-02,2026-05-15,India,North,Social Media,Basic,1047.74,13,1.0,2.0,2095.48,-0.01,Low Value,1
C01186,3407.88,2,8,2025-03-27,2025-04-05,Canada,East,Referral,Basic,1703.94,9,1.0,2.0,3407.88,0.0,Medium Value,2
C01187,3876.291,2,8,2026-05-06,2026-06-03,Canada,South,Organic Search,Basic,1938.15,28,1.0,2.0,3876.3,0.01,Medium Value,2
C01188,11612.6775,5,20,2025-04-28,2025-07-14,India,Central,Paid Search,Basic,2322.54,77,2.53,1.98,11634.53,21.85,High Value,3
C01189,12224.390000000001,2,7,2025-01-17,2025-02-16,India,East,Paid Search,Standard,6112.2,30,1.0,2.0,12224.4,0.01,Very High Value,4
C01190,4910.614,3,10,2025-12-08,2026-02-20,India,South,Affiliate,Basic,1636.87,74,2.43,1.23,4892.44,-18.17,High Value,3
C01191,10640.45,2,4,2026-03-09,2026-05-08,India,Central,Paid Search,Premium,5320.22,60,1.97,1.02,10690.45,50.0,High Value,3
C01192,5157.845,5,11,2025-09-25,2025-11-20,Canada,North,Referral,Basic,1031.57,56,1.84,2.72,5162.8,4.95,High Value,3
C01193,8786.616,3,5,2026-04-04,2026-06-07,Canada,West,Organic Search,Standard,2928.87,64,2.1,1.43,8795.4,8.78,High Value,3
C01194,3370.138,2,3,2025-08-07,2025-09-10,India,South,Affiliate,Standard,1685.07,34,1.12,1.79,3378.23,8.09,Medium Value,2
C01195,30098.567499999997,2,9,2025-03-25,2025-04-15,Australia,Central,Social Media,Premium,15049.28,21,1.0,2.0,30098.56,-0.01,Very High Value,4
C01196,20975.422000000002,4,16,2026-04-23,2026-06-19,India,Central,Organic Search,Standard,5243.86,57,1.87,2.14,20984.88,9.46,Very High Value,4
C01197,4132.969999999999,2,7,2025-11-05,2025-11-20,Australia,South,Referral,Basic,2066.48,15,1.0,2.0,4132.96,-0.01,Medium Value,2
C01198,19302.230000000003,3,7,2025-04-25,2025-06-29,India,West,Affiliate,Premium,6434.08,65,2.14,1.4,19276.5,-25.73,Very High Value,4
C01199,1314.1935,1,3,2025-10-25,2025-10-25,India,North,Paid Search,Basic,1314.19,0,1.0,1.0,1314.19,-0.0,Low Value,1
C01200,4470.845499999999,3,9,2025-06-15,2025-08-06,India,South,Referral,Standard,1490.28,52,1.71,1.75,4459.66,-11.19,Medium Value,2
